"name","title","gender","age","culture","dateOfBirth","house","father","mother","heir","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","numDeadRelations","popularity","deadOrAlive"
"Tansy (orphan)","","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Tarber","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Terrance Lynderly","","female",NA,"",NA,"House Lynderly","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Terro","","male",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Theo Frey","Ser","male",NA,"",NA,"House Frey","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Theobald","Seneschal","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Thistle","","female",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Theon Stark","","male",NA,"Northmen",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0568561872909698,"alive"
"Thormor Ironmaker","","male",NA,"Ironborn",NA,"House Ironmaker","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Tim Stone","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Timon","Ser","female",NA,"",NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Timett (father)","","female",NA,"Vale mountain clans",NA,"Burned Men","","","","",1,1,0,0,1,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Timoth","","male",NA,"",NA,"House Martell","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Tobbot","","female",NA,"",NA,"House Clegane","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Toefinger","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Todric","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Tom Costayne","Ser","female",NA,"",NA,"House Costayne","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"TomToo","","female",NA,"Northmen",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Tommard Heddle","Ser","male",NA,"",NA,"House Heddle","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0468227424749163,"dead"
"Toregg","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Torrek","","female",NA,"Vale mountain clans",NA,"Stone Crows","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Tothmure","Maester","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"dead"
"Torrhen Stark","","male",NA,"Northmen",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0903010033444816,"alive"
"Tregar","","female",NA,"",NA,"House Lannister","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"dead"
"Tregar Ormollen","","male",NA,"Lyseni",NA,"","","","","",0,1,0,1,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Tristan Ryger","","female",NA,"",NA,"House Ryger","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Tristifer V Mudd","","male",NA,"",NA,"","Tristifer IV Mudd","","","",0,0,0,0,0,NA,0,NA,NA,0,0,0,0.0167224080267558,"alive"
"Tristimun","Ser","male",NA,"",NA,"Sea watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Tristifer IV Mudd","","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0535117056856187,"dead"
"Tuffleberry","","female",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Tumberjon","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Tumco Lho","Ser","male",NA,"Ghiscari",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0301003344481605,"alive"
"Turnip","","female",NA,"northmen",NA,"House Stark","","","","",0,1,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Turquin","Maester","male",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Tybero Istarion","","male",NA,"",NA,"Second Sons","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Tymor","","male",NA,"",NA,"House Greyjoy","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Ulf the Ill","","female",NA,"Ironborn",NA,"House Greyjoy","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"dead"
"Tywin Frey (son of Raymund)","","male",6,"",299,"House Frey","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.133779264214046,"alive"
"Uller","","male",NA,"Ironborn",NA,"House Greyjoy","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Umar","","female",NA,"Vale mountain clans",NA,"Moon Brothers","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Umfred","","female",NA,"",NA,"House Baelish","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Umma","","female",NA,"",NA,"Faceless Men","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Urreg","","female",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Urek Ironmaker","","male",NA,"Ironborn",NA,"House Ironmaker","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Urrathon","","female",NA,"Qartheen",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Urzen","","male",NA,"Ironborn",NA,"House Greyjoy","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Urron Greyiron","","male",NA,"Ironborn",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.040133779264214,"alive"
"Urrigon Greyjoy","","male",37,"Ironborn",268,"House Greyjoy","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0735785953177257,"alive"
"Uthor Underleaf","Ser","male",100,"",181,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0501672240802675,"dead"
"Utt","Septon","male",NA,"",NA,"Brave Companions","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"dead"
"Vaellyn","Archmaester","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Varly","","female",NA,"northmen",NA,"House Stark","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Veiled Lady","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Vickon Botley","","male",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Violet","","female",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Victor Tyrell","Ser","female",NA,"",NA,"House Tyrell","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.123745819397993,"alive"
"Walda Frey (daughter of Lothar)","","female",11,"",294,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0869565217391304,"alive"
"Walda Frey (daughter of Edwyn)","","female",15,"",290,"House Frey","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.103678929765886,"alive"
"Walda Frey (daughter of Rhaegar)","","female",17,"",288,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Walda Frey (daughter of Walton)","","female",25,"",280,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Walda Frey (daughter of Merrett)","","female",22,"",283,"House Frey","","","","Roose Bolton",0,0,0,0,0,NA,NA,NA,1,1,0,0,0,"alive"
"Walda Rivers (daughter of Aemon)","","female",10,"",295,"House Frey","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Walder Frey (son of Jammos)","","male",14,"",291,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Walder Frey (son of Emmon)","","female",20,"",285,"House Frey of Riverrun","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Walder Frey (son of Ryman)","","male",45,"Rivermen",260,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Walder Frey (son of Merrett)","","male",9,"",291,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Wallen","","female",NA,"",NA,"Night's Watch","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Walton","","male",NA,"northmen",NA,"House Bolton","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Walys Flowers","Maester","male",NA,"Reach",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"dead"
"Wat (Barleycorn)","","male",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Blue Bard","","male",NA,"",NA,"House Tyrell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0535117056856187,"alive"
"Wat (orphan)","","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Wat (sailor)","","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Wat (Standfast)","","female",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Wat (Wet)","","male",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Wate","","female",NA,"",NA,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Watt","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Wayn (guard)","","male",NA,"Northmen",NA,"House Stark","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Weasel","","male",9,"",296,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Wendell Webber","Ser","male",NA,"",NA,"House Webber","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Wendello Qar Deeth","","female",NA,"Qartheen",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Werlag","","female",NA,"Ironborn",NA,"House Greyjoy","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Rafford","","male",NA,"",NA,"House Clegane","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0969899665551839,"dead"
"Jhogo","Bloodrider","female",24,"Dothraki",281,"House Targaryen","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.20066889632107,"alive"
"Sour Alyn","","male",NA,"",NA,"House Bolton","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0434782608695652,"alive"
"Tobho Mott","","male",NA,"Qohor",NA,"","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0836120401337792,"alive"
"Zollo","","male",NA,"Dothraki",NA,"Brave Companions","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"alive"
"Tanda Stokeworth","Stokeworth","female",NA,"",NA,"House Stokeworth","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,1,0.113712374581939,"dead"
"Samwell Tarly","","male",22,"Westeros",283,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.969899665551839,"alive"
"Abelar Hightower","Ser","male",NA,"",NA,"House Hightower","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Addam Frey","Ser","male",NA,"",NA,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Addam","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Addam Osgrey","","male",13,"",183,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"dead"
"Aegon Frey (son of Aenys)","","male",52,"",253,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Aegon Frey (son of Stevron)","","male",50,"",249,"House Frey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Aegon I Targaryen","","male",NA,"",NA,"","Aerion Targaryen","Valaena Velaryon","Aenys Targaryen","",0,0,0,0,0,1,0,1,NA,0,0,6,1,"dead"
"Aegon II Targaryen","","male",NA,"",NA,"","Viserys I Targaryen","Alicent Hightower","Jaehaerys Targaryen","",0,0,0,0,0,0,0,1,NA,0,0,7,0.759197324414715,"dead"
"Aegon IV Targaryen","","male",NA,"",NA,"","","","Daeron II Targaryen","",0,0,0,0,0,NA,NA,0,NA,0,0,15,0.675585284280936,"dead"
"Aegon Targaryen (son of Baelon)","Prince","male",NA,"Valyrian",NA,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Aegon III Targaryen","","male",NA,"Valyrian",NA,"","Daemon Targaryen","Rhaenyra Targaryen","Daeron I Targaryen","",0,0,0,0,0,1,0,0,NA,0,0,8,0.625418060200668,"dead"
"Aegon Targaryen (son of Jaehaerys I)","Prince","female",100,"Valyrian",50,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"dead"
"Aegon Targaryen (son of Aenys I)","Prince","male",17,"Valyrian",26,"House Targaryen","","","","Rhaena Targaryen",0,0,0,0,0,NA,NA,NA,1,1,1,0,0,"dead"
"Aegon Targaryen (son of Rhaegar)","","male",2,"Valyrian",281,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Aemon Costayne","","male",NA,"",NA,"House Costayne","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Aenys I Targaryen","","male",NA,"",NA,"","Aegon I Targaryen","Rhaenys Targaryen","Aegon Targaryen","",0,0,0,0,0,0,0,1,NA,0,0,5,0.57190635451505,"dead"
"Aethan","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Aethelmure","Grand Maester","female",NA,"",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Aggar","","male",NA,"",NA,"House Greyjoy","","","","",0,1,0,0,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Agrivane","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Aerys I Targaryen","","male",NA,"",NA,"","Daeron II Targaryen","Mariah Martell","Rhaegel Targaryen","",0,0,0,0,0,1,0,0,NA,0,0,3,0.622073578595317,"dead"
"Alaric of Eysen","","female",NA,"",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Aerys II Targaryen","","male",NA,"",NA,"","Jaehaerys II Targaryen","Shaera Targaryen","Rhaegar Targaryen","",0,0,0,0,0,1,0,0,NA,0,0,10,1,"dead"
"Alebelly","","male",NA,"Northmen",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0301003344481605,"dead"
"Alequo Adarys","","male",NA,"Tyroshi",NA,"Band of Nine","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"dead"
"Alester Oakheart","","male",NA,"",NA,"House Oakheart","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Alia","","female",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"All-for-Joffrey","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"dead"
"Allaquo","","male",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Allyria Dayne","","female",NA,"",NA,"House Dayne","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Alicent Hightower","LadyQueenDowager Queen","female",45,"",88,"House Hightower","","","","Viserys I Targaryen",0,0,0,0,0,NA,NA,NA,0,1,1,4,0.267558528428093,"dead"
"Alyce","","male",NA,"",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Alvyn Sharp","","male",NA,"Ironborn",NA,"House Sharp","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Alyn Hunt","Ser","male",NA,"",NA,"House Hunt","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Alys Arryn","","female",NA,"",NA,"House Arryn","","","","Elys Waynwood",0,0,0,1,0,NA,NA,NA,1,1,0,1,0.0802675585284281,"alive"
"Alysanne Bracken","","female",NA,"",NA,"House Bracken","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Alyn Velaryon","Lord of the Tides","male",56,"Valyrian",115,"House Velaryon","","","","Baela Targaryen",0,0,0,1,1,NA,NA,NA,0,1,1,0,0.160535117056856,"dead"
"Alysanne Osgrey","","female",21,"",188,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Alyssa Arryn","","female",NA,"",NA,"House Arryn","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Alysanne Hightower","","female",NA,"",NA,"House Hightower","","","","Arthur Ambrose",0,0,0,1,0,NA,NA,NA,1,1,0,0,0.0568561872909698,"alive"
"Amabel","","female",NA,"",NA,"House Whent","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Ambrode","","female",NA,"Ironborn",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Andrey Dalt","Ser","female",NA,"Dornish",NA,"House Dalt","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Andrey Charlton","Ser","male",NA,"",NA,"House Charlton","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"dead"
"Argrave the Defiant","Ser","male",NA,"",NA,"House Butterwell","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Armen","","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Arneld","Ser","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Arnell","Ser","male",NA,"",NA,"Night's Watch","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Arrec Durrandon","","male",NA,"",NA,"","","","Arlan V Durrandon","",0,0,0,0,0,NA,NA,1,NA,0,0,0,0,"alive"
"Arron","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0434782608695652,"alive"
"Arryk (guard)","","female",NA,"",NA,"House Tyrell","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Arron Qorgyle","Ser","male",NA,"",NA,"House Qorgyle","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Arson","","male",NA,"Free Folk",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Aubrey Ambrose","Ser","male",NA,"",NA,"House Ambrose","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Ayrmidon","","female",NA,"Valyrian",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Baelon Targaryen (son of Viserys I)","Prince","male",0,"Valyrian",105,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.100334448160535,"dead"
"Baelon Targaryen (son of Aerys)","Lord of Dragonstone","female",NA,"Valyrian",NA,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0434782608695652,"alive"
"Balon Botley","","male",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0501672240802675,"alive"
"Baelor Targaryen (son of Daeron II)","Prince of Dragonstone","male",39,"",170,"House Targaryen","","","","Jena Dondarrion",0,0,1,0,0,NA,NA,NA,1,1,1,3,0.474916387959866,"dead"
"Bandy","","female",NA,"Northmen",NA,"House Stark","","","","",0,1,0,1,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Bannen","","male",NA,"",NA,"Night's Watch","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"dead"
"Barre","Septon","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Barbara Bracken","","female",NA,"",NA,"House Bracken","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Barth (brewer)","","male",NA,"",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Bass","","female",NA,"",NA,"Night's Watch","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Bearded Ben","","male",NA,"",NA,"Night's Watch","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Becca","","male",NA,"",NA,"House Arryn","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Beck","Goodman","male",6,"",299,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Belandra","","female",NA,"",NA,"House Martell","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Beldecar","","female",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Belis","Wisdom","male",NA,"",NA,"Alchemists' Guild","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Bellonara Otherys","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Bella","","female",22,"",283,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0836120401337792,"alive"
"Ben","","male",12,"",293,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Ben Blackthumb","","male",NA,"",NA,"House Whent","","","","",0,1,0,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Ben Bones","","male",NA,"",NA,"House Bolton","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Ben Bushy","Ser","female",NA,"",NA,"House Bushy","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"dead"
"Benedict","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Benjen Stark (Bitter)","","male",NA,"Northmen",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Benjen Stark (Sweet)","","male",NA,"Northmen",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Bennet","Septon","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Bennis","Ser","male",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Beqqo","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Bennarion Botley","","male",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Beron Blacktyde","","female",NA,"",NA,"House Blacktyde","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Bertram Beesbury","Ser","male",NA,"",NA,"House Beesbury","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Bessa","","male",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Bessa (Winterfell)","","female",NA,"Northmen",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Bess Bracken","","female",NA,"",NA,"House Bracken","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Bethany (Blushing Bethany)","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Bethany Fair-Fingers","","female",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Bharbo","Khal","female",NA,"Dothraki",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,2,0.00334448160535117,"alive"
"Big Boil","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Blind Doss","","female",NA,"Free folk",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Blane","","male",NA,"",NA,"Night's Watch","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Bodger","","female",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Borcas","","male",NA,"",NA,"Night's Watch","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
